Record,Serial,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Fix_Status,DOP,V_GPS,Limit,Alerts,Trip,KeyTag,Engine RPM,V_ODO,V,Ay,Ax,Absolute throttle position,Relative throttle position,Absolute throttle position B,Accelerator pedal position D,Accelerator pedal position E
61154,380,2009,12,24,14,26,39,43.885395,-78.711717,2,0.5,114.8,0,0,876,0,2872.75,116,115.4,-0.520503734,-0.461790274,36.456,NaN,NaN,NaN,NaN
61155,380,2009,12,24,14,26,40,43.885343,-78.712107,2,0.5,114.1,0,0,876,0,NaN,NaN,115.05,-0.381996325,0.199128851,34.888,NaN,NaN,NaN,NaN
61156,380,2009,12,24,14,26,41,43.885295,-78.712498,2,0.5,114.1,0,0,876,0,3137,116,115.05,-0.096067869,0.5661671,NaN,NaN,NaN,NaN,NaN
61157,380,2009,12,24,14,26,42,43.885248,-78.712888,2,0.5,114.8,0,0,876,0,3205,117,115.9,0.055671211,0.280454393,45.08,NaN,NaN,NaN,NaN
61158,380,2009,12,24,14,26,43,43.885198,-78.713282,2,0.5,115.6,0,0,876,0,NaN,NaN,116.3,0.030847445,-0.288853739,29.792,NaN,NaN,NaN,NaN
61159,380,2009,12,24,14,26,44,43.885148,-78.713675,2,0.5,114.8,0,0,876,0,3072,117,115.9,-0.120245303,-0.45627839,34.888,NaN,NaN,NaN,NaN
61160,380,2009,12,24,14,26,45,43.885098,-78.714067,2,0.5,114.8,0,0,876,0,2941.75,116,115.4,-0.073185459,-0.280257448,NaN,NaN,NaN,NaN,NaN
61161,380,2009,12,24,14,26,46,43.885052,-78.714458,2,0.5,114.1,0,0,876,0,3114.5,NaN,115.05,0.050162241,-0.063149071,34.496,NaN,NaN,NaN,NaN
61162,380,2009,12,24,14,26,47,43.885003,-78.714848,2,0.5,114.1,0,0,876,0,NaN,116,115.05,-0.028381322,0.388113748,40.768,NaN,NaN,NaN,NaN
61163,380,2009,12,24,14,26,48,43.884955,-78.715237,2,0.5,114.1,0,0,876,0,3156.5,116,115.05,-0.002464505,0.992824506,NaN,NaN,NaN,NaN,NaN
61164,380,2009,12,24,14,26,49,43.884907,-78.71563,2,0.5,114.8,0,0,876,0,3270.25,118,116.4,-0.030884264,0.986827358,49.784,NaN,NaN,NaN,NaN
61165,380,2009,12,24,14,26,50,43.884858,-78.716025,2,0.5,116.3,0,0,876,0,NaN,NaN,117.4,-0.078436588,0.748239981,45.08,NaN,NaN,NaN,NaN
61166,380,2009,12,24,14,26,51,43.88481,-78.716425,2,0.5,117,0,0,876,0,3123.25,119,118,-0.008880566,0.581272935,43.512,NaN,NaN,NaN,NaN
61167,380,2009,12,24,14,26,52,43.884762,-78.716827,2,0.5,117.8,0,0,876,0,3206.75,120,118.9,-0.078707943,0.179992262,NaN,NaN,NaN,NaN,NaN
61168,380,2009,12,24,14,26,53,43.884713,-78.71723,2,0.5,117.8,0,0,876,0,NaN,NaN,118.9,-0.110348302,-0.022738311,37.632,NaN,NaN,NaN,NaN
61169,380,2009,12,24,14,26,54,43.884667,-78.717633,2,0.5,117.8,0,0,876,0,3194,120,118.9,0.01866678,0.171821923,39.592,NaN,NaN,NaN,NaN
61170,380,2009,12,24,14,26,55,43.88462,-78.718038,2,0.5,117.8,0,0,876,0,3260.75,120,118.9,0.069793282,0.499221181,NaN,NaN,NaN,NaN,NaN
61171,380,2009,12,24,14,26,56,43.884572,-78.718443,2,0.5,118.5,0,0,876,0,3312.5,NaN,119.5,0.077449182,0.852076319,46.256,NaN,NaN,NaN,NaN
61172,380,2009,12,24,14,26,57,43.884523,-78.71885,2,0.5,119.3,0,0,876,0,NaN,121,120.15,0.054247461,0.835658583,47.432,NaN,NaN,NaN,NaN
61173,380,2009,12,24,14,26,58,43.884473,-78.71926,2,0.5,120,0,0,876,0,3297,123,121.5,0.00856202,0.387200874,NaN,NaN,NaN,NaN,NaN
61174,380,2009,12,24,14,26,59,43.884423,-78.71967,2,0.5,120,0,0,876,0,2946.5,123,121.5,0.021405516,0.17635103,43.904,NaN,NaN,NaN,NaN
61175,380,2009,12,24,14,27,0,43.884373,-78.720083,2,0.5,120.8,0,0,876,0,NaN,NaN,121.9,0.021347646,-0.402414481,32.536,NaN,NaN,NaN,NaN
61176,380,2009,12,24,14,27,1,43.884322,-78.720497,2,0.5,120.8,0,0,876,0,3082,123,121.9,0.0078711,-1.188125545,32.144,NaN,NaN,NaN,NaN
61177,380,2009,12,24,14,27,2,43.884272,-78.720907,2,0.5,119.3,0,0,876,0,3078.75,121,120.15,0.108475439,-1.201500093,NaN,NaN,NaN,NaN,NaN
61178,380,2009,12,24,14,27,3,43.884222,-78.721313,2,0.5,118.5,0,0,876,0,3024,NaN,119.25,0.076136194,-1.044940205,30.184,NaN,NaN,NaN,NaN
61179,380,2009,12,24,14,27,4,43.88417,-78.721715,2,0.5,117,0,0,876,0,NaN,119,118,-0.017579526,-0.938006263,31.36,NaN,NaN,NaN,NaN
61180,380,2009,12,24,14,27,5,43.88412,-78.722113,2,0.5,116.3,0,0,876,0,3025.75,118,117.15,0.125663235,-0.881119575,NaN,NaN,NaN,NaN,NaN
61181,380,2009,12,24,14,27,6,43.88407,-78.72251,2,0.5,115.6,0,0,876,0,3052,117,116.3,0.229232559,-0.76159398,34.496,NaN,NaN,NaN,NaN
61182,380,2009,12,24,14,27,7,43.884017,-78.722902,2,0.5,114.1,0,0,876,0,NaN,NaN,115.3,-0.084614219,-0.326161823,35.28,NaN,NaN,NaN,NaN
61183,380,2009,12,24,14,27,8,43.883963,-78.72329,2,0.5,114.1,0,0,876,0,3043.75,116,115.05,-0.253979471,-0.029191766,35.28,NaN,NaN,NaN,NaN
61184,380,2009,12,24,14,27,9,43.883915,-78.723682,2,0.5,114.1,0,0,876,0,2777.75,116,115.05,-0.056628747,0.003687778,NaN,NaN,NaN,NaN,NaN
61185,380,2009,12,24,14,27,10,43.883867,-78.724072,2,0.5,114.1,0,0,876,0,2784.5,NaN,115.05,0.048105711,-0.000465875,38.024,NaN,NaN,NaN,NaN
61186,380,2009,12,24,14,27,11,43.883818,-78.724462,2,0.5,114.1,0,0,876,0,NaN,116,115.05,-0.016250026,0.098612674,40.376,NaN,NaN,NaN,NaN
61187,380,2009,12,24,14,27,12,43.883768,-78.724852,2,0.5,114.1,0,0,876,0,2790,116,115.05,-0.011086824,0.184649963,NaN,NaN,NaN,NaN,NaN
61188,380,2009,12,24,14,27,13,43.88372,-78.725242,2,0.5,114.8,0,0,876,0,2795.5,NaN,115.4,-0.012893639,0.075227106,37.632,NaN,NaN,NaN,NaN
61189,380,2009,12,24,14,27,14,43.88367,-78.725633,2,0.5,114.8,0,0,876,0,NaN,116,115.4,-0.009684157,-0.009503393,37.24,NaN,NaN,NaN,NaN
61190,380,2009,12,24,14,27,15,43.883622,-78.726025,2,0.5,114.8,0,0,876,0,2795.5,116,115.4,0.035695405,-0.097353263,NaN,NaN,NaN,NaN,NaN
61191,380,2009,12,24,14,27,16,43.883572,-78.726417,2,0.5,114.8,0,0,876,0,2787.25,116,115.4,-0.055883841,-0.184809064,38.808,NaN,NaN,NaN,NaN
61192,380,2009,12,24,14,27,17,43.883523,-78.726808,2,0.5,114.1,0,0,876,0,NaN,NaN,115.05,-0.044112131,-0.215998179,38.024,NaN,NaN,NaN,NaN
61193,380,2009,12,24,14,27,18,43.883475,-78.7272,2,0.5,114.1,0,0,876,0,2781.75,116,115.05,0.065917934,-0.366928367,NaN,NaN,NaN,NaN,NaN
61194,380,2009,12,24,14,27,19,43.883427,-78.727588,2,0.5,114.1,0,0,876,0,2764,115,114.55,0.069791461,-0.319703215,32.144,NaN,NaN,NaN,NaN
61195,380,2009,12,24,14,27,20,43.883377,-78.727977,2,0.5,113.3,0,0,876,0,NaN,NaN,114.15,-0.033807205,-0.072245029,33.712,NaN,NaN,NaN,NaN
61196,380,2009,12,24,14,27,21,43.883328,-78.728363,2,0.5,113.3,0,0,876,0,2762.75,115,114.15,0.082594554,0.192155194,NaN,NaN,NaN,NaN,NaN
61197,380,2009,12,24,14,27,22,43.88328,-78.72875,2,0.5,113.3,0,0,876,0,2770.75,115,114.15,0.090884365,0.510731609,40.376,NaN,NaN,NaN,NaN
61198,380,2009,12,24,14,27,23,43.883228,-78.729138,2,0.5,114.1,0,0,876,0,NaN,NaN,114.8,-0.123437951,0.597198103,36.064,NaN,NaN,NaN,NaN
61199,380,2009,12,24,14,27,24,43.883178,-78.729528,2,0.5,114.8,0,0,876,0,2795.5,116,115.4,-0.07222495,0.55811661,33.712,NaN,NaN,NaN,NaN
61200,380,2009,12,24,14,27,25,43.88313,-78.72992,2,0.5,114.8,0,0,876,0,2804,117,115.9,0.028947317,0.506737282,NaN,NaN,NaN,NaN,NaN
61201,380,2009,12,24,14,27,26,43.88308,-78.730315,2,0.5,115.6,0,0,876,0,2812.5,NaN,116.55,0.011510274,0.00637978,32.536,NaN,NaN,NaN,NaN
61202,380,2009,12,24,14,27,27,43.88303,-78.73071,2,0.5,115.6,0,0,876,0,NaN,118,116.8,0.01337837,-0.437258588,30.576,NaN,NaN,NaN,NaN
61203,380,2009,12,24,14,27,28,43.88298,-78.731105,2,0.5,114.8,0,0,876,0,2798.5,117,115.9,0.079741457,-0.198185505,NaN,NaN,NaN,NaN,NaN
61204,380,2009,12,24,14,27,29,43.88293,-78.731498,2,0.5,114.8,0,0,876,0,2806.75,NaN,115.9,0.031571876,0.025036652,31.36,NaN,NaN,NaN,NaN
61205,380,2009,12,24,14,27,30,43.882878,-78.731892,2,0.5,114.8,0,0,876,0,NaN,117,115.9,-0.061944396,0.250261246,29.4,NaN,NaN,NaN,NaN
61206,380,2009,12,24,14,27,31,43.882828,-78.732285,2,0.5,114.8,0,0,876,0,2801.25,117,115.9,-0.042835445,0.644182279,NaN,NaN,NaN,NaN,NaN
61207,380,2009,12,24,14,27,32,43.882778,-78.73268,2,0.5,115.6,0,0,876,0,2848,118,116.8,-0.004342491,0.678893183,37.24,NaN,NaN,NaN,NaN
61208,380,2009,12,24,14,27,33,43.882728,-78.733077,2,0.5,116.3,0,0,876,0,NaN,NaN,117.4,-0.014979813,0.421084066,33.712,NaN,NaN,NaN,NaN
61209,380,2009,12,24,14,27,34,43.882677,-78.733477,2,0.5,117,0,0,876,0,2859.5,119,118,0.029250191,-0.053195288,NaN,NaN,NaN,NaN,NaN
61210,380,2009,12,24,14,27,35,43.882627,-78.733877,2,0.5,117,0,0,876,0,2839.25,119,118,0.028830972,-0.401574272,24.304,NaN,NaN,NaN,NaN
61211,380,2009,12,24,14,27,36,43.882575,-78.734277,2,0.5,116.3,0,0,876,0,NaN,NaN,117.4,-0.04521686,-0.357563772,27.048,NaN,NaN,NaN,NaN
61212,380,2009,12,24,14,27,37,43.882525,-78.734673,2,0.5,116.3,0,0,876,0,2830.75,118,117.15,0.047771047,-0.222332418,29.4,NaN,NaN,NaN,NaN
61213,380,2009,12,24,14,27,38,43.882475,-78.73507,2,0.5,115.6,0,0,876,0,2822.25,118,116.8,0.023258208,0.028087116,NaN,NaN,NaN,NaN,NaN
61214,380,2009,12,24,14,27,39,43.882423,-78.735467,2,0.5,115.6,0,0,876,0,2832.25,NaN,116.8,-0.035026163,0.432904406,31.752,NaN,NaN,NaN,NaN
61215,380,2009,12,24,14,27,40,43.882373,-78.735863,2,0.5,116.3,0,0,876,0,NaN,118,117.15,0.048019349,0.522555262,32.536,NaN,NaN,NaN,NaN
61216,380,2009,12,24,14,27,41,43.882322,-78.736262,2,0.5,117,0,0,876,0,2842.25,119,118,0.040747815,0.285963849,NaN,NaN,NaN,NaN,NaN
61217,380,2009,12,24,14,27,42,43.88227,-78.73666,2,0.5,117,0,0,876,0,2858,NaN,118,-0.068090883,0.329931413,33.32,NaN,NaN,NaN,NaN
61218,380,2009,12,24,14,27,43,43.882218,-78.737062,2,0.5,117.8,0,0,876,0,NaN,119,118.4,-0.076080171,0.704513183,33.32,NaN,NaN,NaN,NaN
61219,380,2009,12,24,14,27,44,43.882168,-78.737463,2,0.5,117.8,0,0,876,0,2889,120,118.9,0.004638902,0.995091314,NaN,NaN,NaN,NaN,NaN
61220,380,2009,12,24,14,27,45,43.882117,-78.737868,2,0.5,119.3,0,0,876,0,2916,NaN,120.15,0.010594469,0.95838276,34.104,NaN,NaN,NaN,NaN
61221,380,2009,12,24,14,27,46,43.882065,-78.738277,2,0.5,120,0,0,876,0,NaN,122,121,0.017028504,0.625121315,34.496,NaN,NaN,NaN,NaN
61222,380,2009,12,24,14,27,47,43.882013,-78.738688,2,0.5,120.8,0,0,876,0,2943.25,123,121.9,-0.002123148,0.273006744,NaN,NaN,NaN,NaN,NaN
61223,380,2009,12,24,14,27,48,43.88196,-78.739102,2,0.5,120.8,0,0,876,0,2951,123,121.9,-0.075900435,0.162618869,31.36,NaN,NaN,NaN,NaN
61224,380,2009,12,24,14,27,49,43.881908,-78.739515,2,0.5,121.5,0,0,876,0,NaN,NaN,122.25,-0.117839897,0.317355273,26.656,NaN,NaN,NaN,NaN
61225,380,2009,12,24,14,27,50,43.881857,-78.73993,2,0.5,121.5,0,0,876,0,2954.25,123,122.25,-0.025220263,0.508994278,NaN,NaN,NaN,NaN,NaN
61226,380,2009,12,24,14,27,51,43.881807,-78.740347,2,0.5,122.2,0,0,876,0,2976,124,123.1,0.082888675,0.498863758,32.928,NaN,NaN,NaN,NaN
61227,380,2009,12,24,14,27,52,43.881755,-78.740765,2,0.5,122.2,0,0,876,0,NaN,NaN,123.35,0.015816754,0.612776479,30.576,NaN,NaN,NaN,NaN
61228,380,2009,12,24,14,27,53,43.881702,-78.741185,2,0.5,123,50,0,876,0,2998.25,125,124,-0.016059516,0.696939776,33.32,NaN,NaN,NaN,NaN
61229,380,2009,12,24,14,27,54,43.88165,-78.741607,2,0.5,123.7,0,0,876,0,3011,126,124.85,0.05107713,0.3765669,NaN,NaN,NaN,NaN,NaN
61230,380,2009,12,24,14,27,55,43.881597,-78.742032,2,0.5,124.5,0,0,876,0,3027.25,NaN,125.25,0.090534776,0.205852648,32.144,NaN,NaN,NaN,NaN
61231,380,2009,12,24,14,27,56,43.881543,-78.742457,2,0.5,124.5,0,0,876,0,NaN,126,125.25,0.071538026,0.255577108,34.496,NaN,NaN,NaN,NaN
61232,380,2009,12,24,14,27,57,43.881488,-78.742882,2,0.5,124.5,0,0,876,0,3043.75,127,125.75,0.028323908,-0.144919835,NaN,NaN,NaN,NaN,NaN
61233,380,2009,12,24,14,27,58,43.881433,-78.743307,2,0.5,124.5,0,0,876,0,3025.75,127,125.75,0.020141399,-0.727885581,27.44,NaN,NaN,NaN,NaN
61234,380,2009,12,24,14,27,59,43.881378,-78.743732,2,0.5,123.7,0,0,876,0,NaN,NaN,124.85,0.039785523,-1.034376045,28.616,NaN,NaN,NaN,NaN
61235,380,2009,12,24,14,28,0,43.881323,-78.744155,2,0.5,123,0,0,876,0,2987.25,125,124,-0.027344737,-1.066052882,22.344,NaN,NaN,NaN,NaN
61236,380,2009,12,24,14,28,1,43.881268,-78.744573,2,0.5,122.2,0,0,876,0,3052,123,122.6,-0.052861449,-0.879022643,NaN,NaN,NaN,NaN,NaN
61237,380,2009,12,24,14,28,2,43.881215,-78.74499,2,0.5,121.5,0,0,876,0,2838,NaN,122,-0.006682154,-1.254627987,20.384,NaN,NaN,NaN,NaN
61238,380,2009,12,24,14,28,3,43.881162,-78.745402,2,0.5,120,0,0,876,0,NaN,122,121,-0.001455916,-1.60139328,21.56,NaN,NaN,NaN,NaN
61239,380,2009,12,24,14,28,4,43.88111,-78.745808,2,0.5,118.5,0,0,876,0,2830.75,119,118.75,0.00021204,-1.022580181,NaN,NaN,NaN,NaN,NaN
61240,380,2009,12,24,14,28,5,43.881058,-78.746212,2,0.5,117,100,0,876,0,2849.5,119,118,0.031939116,-0.490299239,28.224,NaN,NaN,NaN,NaN
61241,380,2009,12,24,14,28,6,43.881007,-78.74661,2,0.5,116.3,100,0,876,0,NaN,NaN,117.4,-0.013818497,-0.247801381,28.224,NaN,NaN,NaN,NaN
61242,380,2009,12,24,14,28,7,43.880955,-78.747007,2,0.5,116.3,100,0,876,0,2971.25,118,117.15,-0.075979579,-0.039090992,32.928,NaN,NaN,NaN,NaN
61243,380,2009,12,24,14,28,8,43.880905,-78.747403,2,0.5,116.3,100,0,876,0,3027.25,118,117.15,-0.034541663,0.004938341,NaN,NaN,NaN,NaN,NaN
61244,380,2009,12,24,14,28,9,43.880855,-78.7478,2,0.5,116.3,100,0,876,0,3053.5,NaN,117.15,-0.009216792,-0.000623858,34.496,NaN,NaN,NaN,NaN
61245,380,2009,12,24,14,28,10,43.880805,-78.748197,2,0.5,116.3,100,0,876,0,NaN,118,117.15,-0.074421611,-0.168870595,23.52,NaN,NaN,NaN,NaN
61246,380,2009,12,24,14,28,11,43.880755,-78.748593,2,0.5,116.3,100,0,876,0,2912.75,118,117.15,-0.015461712,-0.49959402,NaN,NaN,NaN,NaN,NaN
61247,380,2009,12,24,14,28,12,43.880707,-78.74899,2,0.5,115.6,100,0,876,0,2812.5,NaN,116.55,0.041561371,-0.471893053,27.048,NaN,NaN,NaN,NaN
61248,380,2009,12,24,14,28,13,43.880657,-78.749383,2,0.5,114.8,100,0,876,0,NaN,117,115.9,0.016455311,-0.01078163,32.144,NaN,NaN,NaN,NaN
61249,380,2009,12,24,14,28,14,43.880608,-78.749777,2,0.5,114.8,100,0,876,0,2804,117,115.9,0.046403942,0.113994974,NaN,NaN,NaN,NaN,NaN
61250,380,2009,12,24,14,28,15,43.880558,-78.75017,2,0.5,115.6,100,0,876,0,2804,117,116.3,0.048826209,-0.127033852,31.752,NaN,NaN,NaN,NaN
61251,380,2009,12,24,14,28,16,43.880508,-78.750563,2,0.5,114.8,100,0,876,0,NaN,NaN,115.9,0.028265736,-0.237376003,29.792,NaN,NaN,NaN,NaN
61252,380,2009,12,24,14,28,17,43.880457,-78.750957,2,0.5,114.8,100,0,876,0,2798.5,117,115.9,-0.01485397,-0.251594782,NaN,NaN,NaN,NaN,NaN
61253,380,2009,12,24,14,28,18,43.880407,-78.751348,2,0.5,114.8,100,0,876,0,2786,116,115.4,-0.045471302,-0.207561181,29.008,NaN,NaN,NaN,NaN
61254,380,2009,12,24,14,28,19,43.880357,-78.75174,2,0.5,114.8,100,0,876,0,NaN,NaN,115.4,-0.079193529,-0.311677739,30.968,NaN,NaN,NaN,NaN
61255,380,2009,12,24,14,28,20,43.880308,-78.752132,2,0.5,114.1,100,0,876,0,2786,116,115.05,0.021842574,-0.453395048,26.264,NaN,NaN,NaN,NaN
61256,380,2009,12,24,14,28,21,43.88026,-78.752522,2,0.5,114.1,100,0,876,0,2768,115,114.55,0.091669582,-0.308779933,NaN,NaN,NaN,NaN,NaN
61257,380,2009,12,24,14,28,22,43.88021,-78.75291,2,0.5,113.3,100,0,876,0,2758.5,NaN,114.15,0.120664412,-0.073624961,29.008,NaN,NaN,NaN,NaN
61258,380,2009,12,24,14,28,23,43.88016,-78.753297,2,0.5,113.3,100,0,876,0,NaN,115,114.15,0.052242422,-0.089252825,29.792,NaN,NaN,NaN,NaN
61259,380,2009,12,24,14,28,24,43.880108,-78.753682,2,0.5,113.3,100,0,876,0,2758.5,115,114.15,-0.120419287,-0.087278567,NaN,NaN,NaN,NaN,NaN
61260,380,2009,12,24,14,28,25,43.880058,-78.754068,2,0.5,112.6,100,0,876,0,2756,NaN,113.8,-0.061823395,0.363003778,29.792,NaN,NaN,NaN,NaN
61261,380,2009,12,24,14,28,26,43.88001,-78.754453,2,0.5,113.3,100,0,876,0,NaN,115,114.15,-0.050802459,0.65809782,38.416,NaN,NaN,NaN,NaN
61262,380,2009,12,24,14,28,27,43.87996,-78.754842,2,0.6,114.1,100,0,876,0,2788.75,116,115.05,-0.034076989,0.367394663,NaN,NaN,NaN,NaN,NaN
61263,380,2009,12,24,14,28,28,43.879912,-78.755233,2,0.6,114.8,100,0,876,0,2935.75,116,115.4,0.052538644,0.052141081,31.752,NaN,NaN,NaN,NaN
61264,380,2009,12,24,14,28,29,43.879862,-78.755625,2,0.5,114.8,100,0,876,0,NaN,NaN,115.4,0.025291016,-0.00658695,30.184,NaN,NaN,NaN,NaN
61265,380,2009,12,24,14,28,30,43.879812,-78.756017,2,0.5,114.8,100,0,876,0,3037.25,116,115.4,-0.016373265,-0.168117281,27.44,NaN,NaN,NaN,NaN
61266,380,2009,12,24,14,28,31,43.879762,-78.756408,2,0.5,114.8,100,0,876,0,2934.25,116,115.4,-0.001894445,-0.499689186,NaN,NaN,NaN,NaN,NaN
61267,380,2009,12,24,14,28,32,43.879713,-78.756798,2,0.5,114.1,100,0,876,0,NaN,NaN,114.8,-0.02276951,-0.570434851,27.44,NaN,NaN,NaN,NaN
61268,380,2009,12,24,14,28,33,43.879663,-78.757188,2,0.5,113.3,100,0,876,0,2820.75,115,114.15,-0.047652652,-0.547418478,26.264,NaN,NaN,NaN,NaN
61269,380,2009,12,24,14,28,34,43.879615,-78.757575,2,0.5,112.6,100,0,876,0,2813.75,115,113.8,-0.023451367,-0.761512881,NaN,NaN,NaN,NaN,NaN
61270,380,2009,12,24,14,28,35,43.879567,-78.757958,2,0.5,111.9,100,0,876,0,2743.75,NaN,112.95,0.004193581,-0.649991764,33.32,NaN,NaN,NaN,NaN
61271,380,2009,12,24,14,28,36,43.87952,-78.758338,2,0.5,111.1,100,0,876,0,NaN,113,112.05,0.001660356,-0.312102227,29.792,NaN,NaN,NaN,NaN
61272,380,2009,12,24,14,28,37,43.879472,-78.758718,2,0.5,111.1,100,0,876,0,2929.5,113,112.05,0.005122989,-0.411104071,NaN,NaN,NaN,NaN,NaN
61273,380,2009,12,24,14,28,38,43.879425,-78.759098,2,0.5,111.1,100,0,876,0,2673.25,112,111.55,0.138800426,-0.708337809,21.952,NaN,NaN,NaN,NaN
61274,380,2009,12,24,14,28,39,43.879377,-78.759477,2,0.5,110.4,100,0,876,0,NaN,NaN,110.95,0.17393336,-0.881975214,19.992,NaN,NaN,NaN,NaN
61275,380,2009,12,24,14,28,40,43.879327,-78.75985,2,0.5,108.9,100,0,876,0,2673.25,111,109.95,0.051322479,-0.90227706,25.088,NaN,NaN,NaN,NaN
61276,380,2009,12,24,14,28,41,43.879277,-78.760218,2,0.5,108.2,100,0,876,0,2745,110,109.1,-0.097805271,-0.871554106,NaN,NaN,NaN,NaN,NaN
61277,380,2009,12,24,14,28,42,43.879228,-78.760587,2,0.5,107.4,100,0,876,0,2623.5,NaN,108.2,-0.079943212,-0.875435318,21.56,NaN,NaN,NaN,NaN
61278,380,2009,12,24,14,28,43,43.879182,-78.76095,2,0.5,106.7,100,0,876,0,NaN,108,107.35,0.01731911,-0.494808841,26.264,NaN,NaN,NaN,NaN
61279,380,2009,12,24,14,28,44,43.879135,-78.761313,2,0.5,105.9,100,0,876,0,2693.75,107,106.45,-0.02391167,0.273695652,NaN,NaN,NaN,NaN,NaN
61280,380,2009,12,24,14,28,45,43.879088,-78.761673,2,0.5,105.9,100,0,876,0,2868.25,108,106.95,-0.032905744,0.641221825,32.928,NaN,NaN,NaN,NaN
61281,380,2009,12,24,14,28,46,43.879042,-78.762035,2,0.5,106.7,100,0,876,0,NaN,NaN,107.6,-0.004648043,0.932691286,36.848,NaN,NaN,NaN,NaN
61282,380,2009,12,24,14,28,47,43.878995,-78.7624,2,0.5,107.4,100,0,876,0,2988.75,109,108.2,-0.069673434,1.036661302,37.24,NaN,NaN,NaN,NaN
61283,380,2009,12,24,14,28,48,43.878948,-78.762768,2,0.5,108.9,100,0,876,0,2811,111,109.95,-0.116840219,0.361808325,NaN,NaN,NaN,NaN,NaN
61284,380,2009,12,24,14,28,49,43.878902,-78.76314,2,0.5,108.9,100,0,876,0,2926.5,NaN,109.95,0.054955013,0.30627091,27.832,NaN,NaN,NaN,NaN
61285,380,2009,12,24,14,28,50,43.878857,-78.763512,2,0.5,108.9,100,0,876,0,NaN,111,109.95,0.037233638,0.735660434,36.848,NaN,NaN,NaN,NaN
61286,380,2009,12,24,14,28,51,43.878808,-78.763885,2,0.5,110.4,100,0,876,0,2690,112,111.2,-0.009105403,0.568782984,NaN,NaN,NaN,NaN,NaN
61287,380,2009,12,24,14,28,52,43.878762,-78.764262,2,0.5,110.4,100,0,876,0,2935.75,NaN,111.45,0.054542457,0.336440399,26.264,NaN,NaN,NaN,NaN
61288,380,2009,12,24,14,28,53,43.878713,-78.76464,2,0.5,111.1,100,0,876,0,NaN,113,112.05,0.038133505,0.309475624,36.456,NaN,NaN,NaN,NaN
61289,380,2009,12,24,14,28,54,43.878665,-78.76502,2,0.5,111.1,100,0,876,0,3017.5,113,112.05,0.002204372,0.495910591,NaN,NaN,NaN,NaN,NaN
61290,380,2009,12,24,14,28,55,43.878615,-78.765402,2,0.5,111.9,100,0,876,0,2943.25,NaN,112.7,-0.057232731,0.697624254,36.848,NaN,NaN,NaN,NaN
61291,380,2009,12,24,14,28,56,43.878567,-78.765785,2,0.5,112.6,100,0,876,0,NaN,114,113.3,0.03446667,0.700300127,35.672,NaN,NaN,NaN,NaN
61292,380,2009,12,24,14,28,57,43.878518,-78.766172,2,0.5,113.3,100,0,876,0,3024,115,114.15,0.040218981,0.545091796,NaN,NaN,NaN,NaN,NaN
61293,380,2009,12,24,14,28,58,43.878468,-78.766558,2,0.5,113.3,100,0,876,0,3024,116,114.65,0.028298937,0.395749761,36.456,NaN,NaN,NaN,NaN
61294,380,2009,12,24,14,28,59,43.878418,-78.766947,2,0.5,114.1,100,0,876,0,NaN,NaN,115.05,-0.010951444,0.65396104,37.24,NaN,NaN,NaN,NaN
61295,380,2009,12,24,14,29,0,43.878367,-78.767338,2,0.5,114.8,100,0,876,0,2911.25,116,115.4,-0.094044826,0.902923714,NaN,NaN,NaN,NaN,NaN
61296,380,2009,12,24,14,29,1,43.878317,-78.767732,2,0.5,115.6,100,0,876,0,2825,118,116.8,-0.055541533,0.477257132,35.28,NaN,NaN,NaN,NaN
61297,380,2009,12,24,14,29,2,43.878268,-78.768127,2,0.5,116.3,100,0,876,0,NaN,NaN,117.15,0.039774053,0.038262224,32.928,NaN,NaN,NaN,NaN
61298,380,2009,12,24,14,29,3,43.878218,-78.768525,2,0.5,116.3,100,0,876,0,2829.25,118,117.15,0.028992241,-0.103387464,28.616,NaN,NaN,NaN,NaN
61299,380,2009,12,24,14,29,4,43.878167,-78.768922,2,0.5,116.3,100,0,876,0,2822.25,118,117.15,-0.014813517,-0.184046767,NaN,NaN,NaN,NaN,NaN
61300,380,2009,12,24,14,29,5,43.878117,-78.769317,2,0.5,115.6,100,0,876,0,NaN,NaN,116.8,0.064810188,-0.075303307,32.536,NaN,NaN,NaN,NaN
61301,380,2009,12,24,14,29,6,43.878067,-78.769712,2,0.5,115.6,100,0,876,0,2816.5,118,116.8,0.096335443,0.00951302,32.144,NaN,NaN,NaN,NaN
61302,380,2009,12,24,14,29,7,43.878015,-78.770107,2,0.5,115.6,100,0,876,0,2820.75,118,116.8,-0.032533374,-0.001201774,NaN,NaN,NaN,NaN,NaN
61303,380,2009,12,24,14,29,8,43.877963,-78.770502,2,0.5,115.6,100,0,876,0,2823.75,NaN,116.8,-0.052774999,0.09870564,32.144,NaN,NaN,NaN,NaN
61304,380,2009,12,24,14,29,9,43.877913,-78.770897,2,0.5,115.6,100,0,876,0,NaN,118,116.8,-0.029882357,0.184638219,32.144,NaN,NaN,NaN,NaN
61305,380,2009,12,24,14,29,10,43.877862,-78.771293,2,0.5,116.3,100,0,876,0,2830.75,118,117.15,-0.051659005,0.075228589,NaN,NaN,NaN,NaN,NaN
61306,380,2009,12,24,14,29,11,43.877812,-78.77169,2,0.5,116.3,100,0,876,0,2833.75,118,117.15,-0.015994028,-0.009503581,31.752,NaN,NaN,NaN,NaN
